Date,Time,SET,Value,2D,Modern,Internet
2023-07-14,15:00:00,"1,517.92","43,640.01",20,0,0
2023-07-14,16:30:00,"1,517.92","43,640.01",20,0,0
2023-07-17,11:00:00,"1,526.93","23,826.12",36,0,0
2023-07-17,12:01:00,"1,526.93","23,826.12",36,0,0
2023-07-17,15:00:00,"1,528.77","46,463.28",73,0,0
2023-07-17,16:30:00,"1,528.77","46,463.28",73,0,0
2023-07-18,11:00:00,"1,529.80","23,709.29",89,0,0
2023-07-18,12:01:00,"1,529.80","23,709.29",89,0,0
2023-07-18,15:00:00,"1,535.30","43,928.36",38,0,0
2023-07-18,16:30:00,"1,535.30","43,928.36",38,0,0
2023-07-19,11:00:00,"1,535.84","30,056.79",46,0,0
2023-07-19,12:01:00,"1,535.84","30,056.79",46,0,0
2023-07-19,15:00:00,"1,536.64","51,751.76",41,0,0
2023-07-19,16:30:00,"1,536.64","51,751.76",41,0,0
2023-07-20,11:00:00,"1,533.27","22,275.07",75,0,0
2023-07-20,12:01:00,"1,533.27","22,275.07",75,0,0
2023-07-20,15:00:00,"1,521.18","45,332.13",82,0,0
2023-07-20,16:30:00,"1,521.18","45,332.13",82,0,0
2023-07-21,11:00:00,"1,526.06","29,601.65",61,0,0
2023-07-21,12:01:00,"1,526.06","29,601.65",61,0,0
2023-07-21,15:00:00,"1,529.25","51,702.48",52,0,0
2023-07-21,16:30:00,"1,529.25","51,702.48",52,0,0
2023-07-24,11:00:00,"1,530.03","29,888.95",38,0,0
2023-07-24,12:01:00,"1,530.03","29,888.95",38,0,0
2023-07-24,15:00:00,"1,523.81","50,652.91",12,0,0
2023-07-24,16:30:00,"1,523.81","50,652.91",12,0,0
2023-07-25,11:00:00,"1,522.41","22,971.08",11,0,0
2023-07-25,12:01:00,"1,522.41","22,971.08",11,0,0
2023-07-25,15:00:00,"1,526.30","42,460.61",30,0,0
2023-07-25,16:30:00,"1,526.30","42,460.61",30,0,0
2023-07-26,11:00:00,"1,523.48","18,092.18",82,0,0
2023-07-26,12:01:00,"1,523.48","18,092.18",82,0,0
2023-07-26,15:00:00,"1,524.59","41,255.90",95,0,0
2023-07-26,16:30:00,"1,524.59","41,255.90",95,0,0
2023-07-27,11:00:00,"1,536.24","31,936.84",46,0,0
2023-07-27,12:01:00,"1,536.24","31,936.84",46,0,0
2023-07-27,15:00:00,"1,543.27","62,679.54",79,0,0
2023-07-27,16:30:00,"1,543.27","62,679.54",79,0,0
2023-07-28,11:00:00,"1,543.27","62,686.59",76,0,0
2023-07-28,12:01:00,"1,543.27","62,686.59",76,0,0
2023-07-28,15:00:00,"1,543.27","62,686.59",76,0,0
2023-07-28,16:30:00,"1,543.27","62,686.59",76,0,0
2023-07-31,11:00:00,"1,554.11","31,055.46",15,0,0
2023-07-31,12:01:00,"1,554.11","31,055.46",15,0,0
2023-07-31,15:00:00,"1,556.06","56,268.58",68,0,0
2023-07-31,16:30:00,"1,556.06","56,268.58",68,0,0
2023-08-01,11:00:00,"1,556.06","56,280.67",60,0,0
2023-08-01,12:01:00,"1,556.06","56,280.67",60,0,0
2023-08-01,15:00:00,"1,556.06","56,280.67",60,0,0
2023-08-01,16:30:00,"1,556.06","56,280.67",60,0,0
2023-08-02,11:00:00,"1,548.44","24,863.22",43,0,0
2023-08-02,12:01:00,"1,548.44","24,863.22",43,0,0
2023-08-02,15:00:00,"1,550.28","54,924.46",84,0,0
2023-08-02,16:30:00,"1,550.28","54,924.46",84,0,0
2023-08-03,11:00:00,"1,539.62","23,090.59",20,0,0
2023-08-03,12:01:00,"1,539.62","23,090.59",20,0,0
2023-08-03,15:00:00,"1,529.01","51,342.55",12,0,0
2023-08-03,16:30:00,"1,529.01","51,342.55",12,0,0
2023-08-04,11:00:00,"1,534.85","21,400.48",50,0,0
2023-08-04,12:01:00,"1,534.85","21,400.48",50,0,0
2023-08-04,15:00:00,"1,530.46","44,510.28",60,0,0
2023-08-04,16:30:00,"1,530.46","44,510.28",60,0,0
2023-08-07,11:00:00,"1,520.84","18,819.15",49,0,0
2023-08-07,12:01:00,"1,520.84","18,819.15",49,0,0
2023-08-07,15:00:00,"1,532.51","46,462.36",12,0,0
2023-08-07,16:30:00,"1,532.51","46,462.36",12,0,0
2023-08-08,11:00:00,"1,528.36","19,484.98",64,0,0
2023-08-08,12:01:00,"1,528.36","19,484.98",64,0,0
2023-08-08,15:00:00,"1,518.44","41,008.04",48,0,0
2023-08-08,16:30:00,"1,518.44","41,008.04",48,0,0
2023-08-09,11:00:00,"1,518.60","23,658.11",68,0,0
2023-08-09,12:01:00,"1,518.60","23,658.11",68,0,0
2023-08-09,15:00:00,"1,528.30","50,039.62",39,0,0
2023-08-09,16:30:00,"1,528.30","50,039.62",39,0,0
2023-08-10,11:00:00,"1,522.24","31,122.78",42,0,0
2023-08-10,12:01:00,"1,522.24","31,122.78",42,0,0
2023-08-10,15:00:00,"1,533.41","57,881.49",11,0,0
2023-08-10,16:30:00,"1,533.41","57,881.49",11,0,0
2023-08-11,11:00:00,"1,537.01","32,490.85",10,0,0
2023-08-11,12:01:00,"1,537.01","32,490.85",10,0,0
2023-08-11,15:00:00,"1,535.16","61,820.21",60,0,0
2023-08-11,16:30:00,"1,535.16","61,820.21",60,0,0
2023-08-14,11:00:00,"1,535.16","61,828.06",68,0,0
2023-08-14,12:01:00,"1,535.16","61,828.06",68,0,0
2023-08-14,15:00:00,"1,535.16","61,828.06",68,0,0
2023-08-14,16:30:00,"1,535.16","61,828.06",68,0,0
2023-08-15,11:00:00,"1,526.79","26,468.74",98,0,0
2023-08-15,12:01:00,"1,526.79","26,468.74",98,0,0
2023-08-15,15:00:00,"1,520.73","48,598.75",38,0,0
2023-08-15,16:30:00,"1,520.73","48,598.75",38,0,0
2023-08-16,11:00:00,"1,510.37","32,701.75",71,0,0
2023-08-16,12:01:00,"1,510.37","32,701.75",71,0,0
2023-08-16,15:00:00,"1,519.56","59,402.80",62,0,0
2023-08-16,16:30:00,"1,519.56","59,402.80",62,0,0
2023-08-17,11:00:00,"1,523.56","26,565.51",65,0,0
2023-08-17,12:01:00,"1,523.56","26,565.51",65,0,0
2023-08-17,15:00:00,"1,528.81","53,037.12",17,0,0
2023-08-17,16:30:00,"1,528.81","53,037.12",17,0,0
2023-08-18,11:00:00,"1,522.37","22,981.62",71,0,0
2023-08-18,12:01:00,"1,522.37","22,981.62",71,0,0
2023-08-18,15:00:00,"1,519.12","56,886.66",26,0,0
2023-08-18,16:30:00,"1,519.12","56,886.66",26,0,0
2023-08-21,11:00:00,"1,522.23","23,351.75",31,0,0
2023-08-21,12:01:00,"1,522.23","23,351.75",31,0,0
2023-08-21,15:00:00,"1,525.85","46,018.47",58,0,0
2023-08-21,16:30:00,"1,525.85","46,018.47",58,0,0
2023-08-22,11:00:00,"1,539.78","32,418.65",88,0,0
2023-08-22,12:01:00,"1,539.78","32,418.65",88,0,0
2023-08-22,15:00:00,"1,545.60","71,924.04",64,0,0
2023-08-22,16:30:00,"1,545.60","71,924.04",64,0,0
2023-08-23,11:00:00,"1,548.23","43,845.77",35,0,0
2023-08-23,12:01:00,"1,548.23","43,845.77",35,0,0
2023-08-23,15:00:00,"1,549.01","75,837.78",17,0,0
2023-08-23,16:30:00,"1,549.01","75,837.78",17,0,0
2023-08-24,11:00:00,"1,559.49","37,371.50",91,0,0
2023-08-24,12:01:00,"1,559.49","37,371.50",91,0,0
2023-08-24,15:00:00,"1,557.41","68,545.86",15,0,0
2023-08-24,16:30:00,"1,557.41","68,545.86",15,0,0
2023-08-25,11:00:00,"1,555.66","25,283.15",63,0,0
2023-08-25,12:01:00,"1,555.66","25,283.15",63,0,0
2023-08-25,15:00:00,"1,560.20","51,602.42",22,0,0
2023-08-25,16:30:00,"1,560.20","51,602.42",22,0,0
2023-08-28,11:00:00,"1,564.36","28,499.44",69,0,0
2023-08-28,12:01:00,"1,564.36","28,499.44",69,0,0
2023-08-28,15:00:00,"1,562.97","49,908.18",78,0,0
2023-08-28,16:30:00,"1,562.97","49,908.18",78,0,0
2023-08-29,11:00:00,"1,567.39","30,156.82",96,0,0
2023-08-29,12:01:00,"1,567.39","30,156.82",96,0,0
2023-08-29,15:00:00,"1,568.81","55,507.12",17,0,0
2023-08-29,16:30:00,"1,568.81","55,507.12",17,0,0
2023-08-30,11:00:00,"1,576.82","30,929.72",29,0,0
2023-08-30,12:01:00,"1,576.82","30,929.72",29,0,0
2023-08-30,15:00:00,"1,576.67","62,156.77",76,0,0
2023-08-30,16:30:00,"1,576.67","62,156.77",76,0,0
2023-08-31,11:00:00,"1,570.90","28,792.05",92,0,0
2023-08-31,12:01:00,"1,570.90","28,792.05",92,0,0
2023-08-31,15:00:00,"1,565.94","86,344.72",44,0,0
2023-08-31,16:30:00,"1,565.94","86,344.72",44,0,0
2023-09-01,11:00:00,"1,564.25","24,799.30",59,0,0
2023-09-01,12:01:00,"1,564.25","24,799.30",59,0,0
2023-09-01,15:00:00,"1,561.51","48,763.61",13,0,0
2023-09-01,16:30:00,"1,561.51","48,763.61",13,0,0
2023-09-04,11:00:00,"1,550.09","28,318.56",98,0,0
2023-09-04,12:01:00,"1,550.09","28,318.56",98,0,0
2023-09-04,15:00:00,"1,548.68","50,623.64",83,0,0
2023-09-04,16:30:00,"1,548.68","50,623.64",83,0,0
2023-09-05,11:00:00,"1,551.05","21,530.93",50,0,0
2023-09-05,12:01:00,"1,551.05","21,530.93",50,0,0
2023-09-05,15:00:00,"1,547.86","42,853.00",63,0,0
2023-09-05,16:30:00,"1,547.86","42,853.00",63,0,0
2023-09-06,11:00:00,"1,547.15","29,876.45",56,0,0
2023-09-06,12:01:00,"1,547.15","29,876.45",56,0,0
2023-09-06,15:00:00,"1,548.78","53,967.86",87,0,0
2023-09-06,16:30:00,"1,548.78","53,967.86",87,0,0
2023-09-07,11:00:00,"1,552.12","21,533.27",23,0,0
2023-09-07,12:01:00,"1,552.12","21,533.27",23,0,0
2023-09-07,15:00:00,"1,550.36","39,039.93",69,0,0
2023-09-07,16:30:00,"1,550.36","39,039.93",69,0,0
2023-09-08,11:00:00,"1,551.17","18,348.90",78,0,0
2023-09-08,12:01:00,"1,551.17","18,348.90",78,0,0
2023-09-08,15:00:00,"1,547.17","34,714.41",74,0,0
2023-09-08,16:30:00,"1,547.17","34,714.41",74,0,0
2023-09-11,11:00:00,"1,540.24","23,320.39",40,0,0
2023-09-11,12:01:00,"1,540.24","23,320.39",40,0,0
2023-09-11,15:00:00,"1,540.94","41,601.46",41,0,0
2023-09-11,16:30:00,"1,540.94","41,601.46",41,0,0
2023-09-12,11:00:00,"1,546.79","21,477.02",97,0,0
2023-09-12,12:01:00,"1,546.79","21,477.02",97,0,0
2023-09-12,15:00:00,"1,545.50","40,984.43",54,0,0
2023-09-12,16:30:00,"1,545.50","40,984.43",54,0,0
2023-09-13,11:00:00,"1,536.74","24,309.08",49,0,0
2023-09-13,12:01:00,"1,536.74","24,309.08",49,0,0
2023-09-13,15:00:00,"1,535.31","44,303.73",13,0,0
2023-09-13,16:30:00,"1,535.31","44,303.73",13,0,0
2023-09-14,11:00:00,"1,539.70","19,785.01",75,0,0
2023-09-14,12:01:00,"1,539.70","19,785.01",75,0,0
2023-09-14,15:00:00,"1,545.14","40,568.46",48,0,0
2023-09-14,16:30:00,"1,545.14","40,568.46",48,0,0
2023-09-15,11:00:00,"1,543.57","20,513.53",73,0,0
2023-09-15,12:01:00,"1,543.57","20,513.53",73,0,0
2023-09-15,15:00:00,"1,542.03","52,066.56",36,0,0
2023-09-15,16:30:00,"1,542.03","52,066.56",36,0,0
2023-09-18,11:00:00,"1,533.83","19,103.31",33,0,0
2023-09-18,12:01:00,"1,533.83","19,103.31",33,0,0
2023-09-18,15:00:00,"1,527.57","42,566.65",76,0,0
2023-09-18,16:30:00,"1,527.57","42,566.65",76,0,0
2023-09-19,11:00:00,"1,524.60","18,218.30",68,0,0
2023-09-19,12:01:00,"1,524.60","18,218.30",68,0,0
2023-09-19,15:00:00,"1,522.96","43,232.58",62,0,0
2023-09-19,16:30:00,"1,522.96","43,232.58",62,0,0
2023-09-20,11:00:00,"1,509.66","29,370.63",60,0,0
2023-09-20,12:01:00,"1,509.66","29,370.63",60,0,0
2023-09-20,15:00:00,"1,507.90","54,490.73",90,0,0
2023-09-20,16:30:00,"1,507.90","54,490.73",90,0,0
2023-09-21,11:00:00,"1,509.70","23,079.55",79,0,0
2023-09-21,12:01:00,"1,509.70","23,079.55",79,0,0
2023-09-21,15:00:00,"1,514.26","42,367.61",67,0,0
2023-09-21,16:30:00,"1,514.26","42,367.61",67,0,0
2023-09-22,11:00:00,"1,521.67","32,892.34",72,0,0
2023-09-22,12:01:00,"1,521.67","32,892.34",72,0,0
2023-09-22,15:00:00,"1,522.59","57,160.61",90,0,0
2023-09-22,16:30:00,"1,522.59","57,160.61",90,0,0
2023-09-25,11:00:00,"1,512.08","22,219.44",89,0,0
2023-09-25,12:01:00,"1,512.08","22,219.44",89,0,0
2023-09-25,15:00:00,"1,507.36","42,194.46",64,0,0
2023-09-25,16:30:00,"1,507.36","42,194.46",64,0,0
2023-09-26,11:00:00,"1,507.80","24,423.49",83,0,0
2023-09-26,12:01:00,"1,507.80","24,423.49",83,0,0
2023-09-26,15:00:00,"1,494.02","55,609.45",29,0,0
2023-09-26,16:30:00,"1,494.02","55,609.45",29,0,0
2023-09-27,11:00:00,"1,491.98","22,656.99",86,0,0
2023-09-27,12:01:00,"1,491.98","22,656.99",86,0,0
2023-09-27,15:00:00,"1,497.15","46,636.01",56,0,0
2023-09-27,16:30:00,"1,497.15","46,636.01",56,0,0
2023-09-28,11:00:00,"1,493.16","29,556.67",66,0,0
2023-09-28,12:01:00,"1,493.16","29,556.67",66,0,0
2023-09-28,15:00:00,"1,482.14","59,089.20",49,0,0
2023-09-28,16:30:00,"1,482.14","59,089.20",49,0,0
2023-09-29,11:00:00,"1,476.17","44,426.39",76,0,0
2023-09-29,12:01:00,"1,476.17","44,426.39",76,0,0
2023-09-29,15:00:00,"1,471.43","73,067.53",37,0,0
2023-09-29,16:30:00,"1,471.43","73,067.53",37,0,0
2023-10-02,11:00:00,"1,471.41","26,940.58",10,0,0
2023-10-02,12:01:00,"1,471.41","26,940.58",10,0,0
2023-10-02,15:00:00,"1,469.46","45,356.23",66,0,0
2023-10-02,16:30:00,"1,469.46","45,356.23",66,0,0
2023-10-03,11:00:00,"1,449.75","32,888.76",58,0,0
2023-10-03,12:01:00,"1,449.75","32,888.76",58,0,0
2023-10-03,15:00:00,"1,447.30","60,384.79",34,0,0
2023-10-03,16:30:00,"1,447.30","60,384.79",34,0,0
2023-10-04,11:00:00,"1,452.32","30,198.42",28,0,0
2023-10-04,12:01:00,"1,452.32","30,198.42",28,0,0
2023-10-04,15:00:00,"1,451.25","51,227.05",57,0,0
2023-10-04,16:30:00,"1,451.25","51,227.05",57,0,0
2023-10-05,11:00:00,"1,447.72","22,478.85",28,0,0
2023-10-05,12:01:00,"1,447.72","22,478.85",28,0,0
2023-10-05,15:00:00,"1,452.55","43,119.67",59,0,0
2023-10-05,16:30:00,"1,452.55","43,119.67",59,0,0
2023-10-06,11:00:00,"1,448.51","16,930.83",10,0,0
2023-10-06,12:01:00,"1,448.51","16,930.83",10,0,0
2023-10-06,15:00:00,"1,438.45","40,921.64",51,0,0
2023-10-06,16:30:00,"1,438.45","40,921.64",51,0,0
2023-10-09,11:00:00,"1,428.76","28,226.68",66,0,0
2023-10-09,12:01:00,"1,428.76","28,226.68",66,0,0
2023-10-09,15:00:00,"1,431.72","47,468.30",28,0,0
2023-10-09,16:30:00,"1,431.72","47,468.30",28,0,0
2023-10-10,11:00:00,"1,436.49","20,113.07",93,0,0
2023-10-10,12:01:00,"1,436.49","20,113.07",93,0,0
2023-10-10,15:00:00,"1,434.45","40,832.52",52,0,0
2023-10-10,16:30:00,"1,434.45","40,832.52",52,0,0
2023-10-11,11:00:00,"1,454.72","26,408.35",28,0,0
2023-10-11,12:01:00,"1,454.72","26,408.35",28,0,0
2023-10-11,15:00:00,"1,455.99","53,304.77",94,0,0
2023-10-11,16:30:00,"1,455.99","53,304.77",94,0,0
2023-10-12,11:00:00,"1,452.35","20,187.03",57,0,0
2023-10-12,12:01:00,"1,452.35","20,187.03",57,0,0
2023-10-12,15:00:00,"1,450.75","36,895.02",55,0,0
2023-10-12,16:30:00,"1,450.75","36,895.02",55,0,0
2023-10-13,11:00:00,"1,450.75","36,906.33",56,0,0
2023-10-13,12:01:00,"1,450.75","36,906.33",56,0,0
2023-10-13,15:00:00,"1,450.75","36,906.33",56,0,0
2023-10-13,16:30:00,"1,450.75","36,906.33",56,0,0
2023-10-16,11:00:00,"1,420.97","32,789.61",79,0,0
2023-10-16,12:01:00,"1,420.97","32,789.61",79,0,0
2023-10-16,15:00:00,"1,427.11","56,231.67",11,0,0
2023-10-16,16:30:00,"1,427.11","56,231.67",11,0,0
2023-10-17,11:00:00,"1,435.79","19,608.57",98,0,0
2023-10-17,12:01:00,"1,435.79","19,608.57",98,0,0
2023-10-17,15:00:00,"1,433.40","38,504.36",44,0,0
2023-10-17,16:30:00,"1,433.40","38,504.36",44,0,0
2023-10-18,11:00:00,"1,442.03","23,836.03",36,0,0
2023-10-18,12:01:00,"1,442.03","23,836.03",36,0,0
2023-10-18,15:00:00,"1,437.85","52,877.54",57,0,0
2023-10-18,16:30:00,"1,437.85","52,877.54",57,0,0
2023-10-19,11:00:00,"1,425.98","21,210.51",80,0,0
2023-10-19,12:01:00,"1,425.98","21,210.51",80,0,0
2023-10-19,15:00:00,"1,423.04","36,492.93",42,0,0
2023-10-19,16:30:00,"1,423.04","36,492.93",42,0,0
2023-10-20,11:00:00,"1,404.14","27,375.83",45,0,0
2023-10-20,12:01:00,"1,404.14","27,375.83",45,0,0
2023-10-20,15:00:00,"1,399.35","52,983.02",53,0,0
2023-10-20,16:30:00,"1,399.35","52,983.02",53,0,0
2023-10-23,11:00:00,"1,399.35","52,997.72",57,0,0
2023-10-23,12:01:00,"1,399.35","52,997.72",57,0,0
2023-10-23,15:00:00,"1,399.35","52,997.72",57,0,0
2023-10-23,16:30:00,"1,399.35","52,997.72",57,0,0
2023-10-24,11:00:00,"1,394.55","26,914.19",54,0,0
2023-10-24,12:01:00,"1,394.55","26,914.19",54,0,0
2023-10-24,15:00:00,"1,391.03","49,584.20",34,0,0
2023-10-24,16:30:00,"1,391.03","49,584.20",34,0,0
2023-10-25,11:00:00,"1,410.14","23,106.08",46,0,0
2023-10-25,12:01:00,"1,410.14","23,106.08",46,0,0
2023-10-25,15:00:00,"1,401.70","44,257.39",77,0,0
2023-10-25,16:30:00,"1,401.70","44,257.39",77,0,0
2023-10-26,11:00:00,"1,384.40","20,012.68",42,0,0
2023-10-26,12:01:00,"1,384.40","20,012.68",42,0,0
2023-10-26,15:00:00,"1,371.22","45,690.17",20,0,0
2023-10-26,16:30:00,"1,371.22","45,690.17",20,0,0
2023-10-27,11:00:00,"1,370.41","18,421.75",11,0,0
2023-10-27,12:01:00,"1,370.41","18,421.75",11,0,0
2023-10-27,15:00:00,"1,388.23","41,247.37",37,0,0
2023-10-27,16:30:00,"1,388.23","41,247.37",37,0,0
2023-10-30,11:00:00,"1,388.47","19,490.86",70,0,0
2023-10-30,12:01:00,"1,388.47","19,490.86",70,0,0
2023-10-30,15:00:00,"1,395.85","36,755.00",55,0,0
2023-10-30,16:30:00,"1,395.85","36,755.00",55,0,0
2023-10-31,11:00:00,"1,380.07","20,538.79",78,0,0
2023-10-31,12:01:00,"1,380.07","20,538.79",78,0,0
2023-10-31,15:00:00,"1,381.83","37,497.85",37,0,0
2023-10-31,16:30:00,"1,381.83","37,497.85",37,0,0
2023-11-01,11:00:00,"1,384.88","21,862.23",82,0,0
2023-11-01,12:01:00,"1,384.88","21,862.23",82,0,0
2023-11-01,15:00:00,"1,379.96","38,090.52",60,0,0
2023-11-01,16:30:00,"1,379.96","38,090.52",60,0,0
2023-11-02,11:00:00,"1,397.02","22,539.19",29,0,0
2023-11-02,12:01:00,"1,397.02","22,539.19",29,0,0
2023-11-02,15:00:00,"1,403.99","44,380.64",90,0,0
2023-11-02,16:30:00,"1,403.99","44,380.64",90,0,0
2023-11-03,11:00:00,"1,419.93","24,302.90",32,0,0
2023-11-03,12:01:00,"1,419.93","24,302.90",32,0,0
2023-11-03,15:00:00,"1,419.76","45,779.45",69,0,0
2023-11-03,16:30:00,"1,419.76","45,779.45",69,0,0
2023-11-06,11:00:00,"1,422.70","21,438.44",78,0,0
2023-11-06,12:01:00,"1,422.70","21,438.44",78,0,0
2023-11-06,15:00:00,"1,417.21","42,924.19",14,0,0
2023-11-06,16:30:00,"1,417.21","42,924.19",14,0,0
2023-11-07,11:00:00,"1,415.01","18,497.33",17,0,0
2023-11-07,12:01:00,"1,415.01","18,497.33",17,0,0
2023-11-07,15:00:00,"1,408.30","39,372.29",32,0,0
2023-11-07,16:30:00,"1,408.30","39,372.29",32,0,0
2023-11-08,11:00:00,"1,415.31","19,773.27",13,0,0
2023-11-08,12:01:00,"1,415.31","19,773.27",13,0,0
2023-11-08,15:00:00,"1,411.77","38,066.24",76,0,0
2023-11-08,16:30:00,"1,411.77","38,066.24",76,0,0
2023-11-09,11:00:00,"1,392.45","25,573.98",53,0,0
2023-11-09,12:01:00,"1,392.45","25,573.98",53,0,0
2023-11-09,15:00:00,"1,404.97","49,743.19",73,0,0
2023-11-09,16:30:00,"1,404.97","49,743.19",73,0,0
2023-11-10,11:00:00,"1,395.01","23,845.58",15,0,0
2023-11-10,12:01:00,"1,395.01","23,845.58",15,0,0
2023-11-10,15:00:00,"1,389.57","50,967.94",77,0,0
2023-11-10,16:30:00,"1,389.57","50,967.94",77,0,0
2023-11-13,11:00:00,"1,383.73","23,292.12",32,0,0
2023-11-13,12:01:00,"1,383.73","23,292.12",32,0,0
2023-11-13,15:00:00,"1,387.13","46,157.93",37,0,0
2023-11-13,16:30:00,"1,387.13","46,157.93",37,0,0
2023-11-14,11:00:00,"1,380.17","26,571.28",71,0,0
2023-11-14,12:01:00,"1,380.17","26,571.28",71,0,0
2023-11-14,15:00:00,"1,386.04","47,578.86",48,0,0
2023-11-14,16:30:00,"1,386.04","47,578.86",48,0,0
2023-11-15,11:00:00,"1,411.85","35,770.02",50,0,0
2023-11-15,12:01:00,"1,411.85","35,770.02",50,0,0
2023-11-15,15:00:00,"1,415.17","63,738.22",78,0,0
2023-11-15,16:30:00,"1,415.17","63,738.22",78,0,0
2023-11-16,11:00:00,"1,413.56","21,458.80",68,0,0
2023-11-16,12:01:00,"1,413.56","21,458.80",68,0,0
2023-11-16,15:00:00,"1,415.34","43,028.30",48,0,0
2023-11-16,16:30:00,"1,415.34","43,028.30",48,0,0
2023-11-17,11:00:00,"1,413.93","28,286.21",36,0,0
2023-11-17,12:01:00,"1,413.93","28,286.21",36,0,0
2023-11-17,15:00:00,"1,415.78","45,607.55",87,0,0
2023-11-17,16:30:00,"1,415.78","45,607.55",87,0,0
2023-11-20,11:00:00,"1,417.90","21,246.34",96,0,0
2023-11-20,12:01:00,"1,417.90","21,246.34",96,0,0
2023-11-20,15:00:00,"1,419.44","37,420.63",40,0,0
2023-11-20,16:30:00,"1,419.44","37,420.63",40,0,0
2023-11-21,11:00:00,"1,426.15","18,785.54",55,0,0
2023-11-21,12:01:00,"1,426.15","18,785.54",55,0,0
2023-11-21,15:00:00,"1,423.61","37,772.79",12,0,0
2023-11-21,16:30:00,"1,423.61","37,772.79",12,0,0
2023-11-22,11:00:00,"1,410.28","18,849.10",89,0,0
2023-11-22,12:01:00,"1,410.28","18,849.10",89,0,0
2023-11-22,15:00:00,"1,414.15","34,627.29",57,0,0
2023-11-22,16:30:00,"1,414.15","34,627.29",57,0,0
2023-11-23,11:00:00,"1,400.86","22,100.28",60,0,0
2023-11-23,12:01:00,"1,400.86","22,100.28",60,0,0
2023-11-23,15:00:00,"1,406.61","40,407.66",17,0,0
2023-11-23,16:30:00,"1,406.61","40,407.66",17,0,0
2023-11-24,11:00:00,"1,400.34","17,942.77",42,0,0
2023-11-24,12:01:00,"1,400.34","17,942.77",42,0,0
2023-11-24,15:00:00,"1,397.43","32,806.39",36,0,0
2023-11-24,16:30:00,"1,397.43","32,806.39",36,0,0
2023-11-27,11:00:00,"1,387.88","18,960.71",80,0,0
2023-11-27,12:01:00,"1,387.88","18,960.71",80,0,0
2023-11-27,15:00:00,"1,393.42","36,302.87",22,0,0
2023-11-27,16:30:00,"1,393.42","36,302.87",22,0,0
2023-11-28,11:00:00,"1,399.46","17,025.41",65,0,0
2023-11-28,12:01:00,"1,399.46","17,025.41",65,0,0
2023-11-28,15:00:00,"1,401.42","37,070.12",20,0,0
2023-11-28,16:30:00,"1,401.42","37,070.12",20,0,0
2023-11-29,11:00:00,"1,401.07","25,959.03",79,0,0
2023-11-29,12:01:00,"1,401.07","25,959.03",79,0,0
2023-11-29,15:00:00,"1,387.69","51,497.61",97,0,0
2023-11-29,16:30:00,"1,387.69","51,497.61",97,0,0
2023-11-30,11:00:00,"1,381.70","27,013.29",73,0,0
2023-11-30,12:01:00,"1,381.70","27,013.29",73,0,0
2023-11-30,15:00:00,"1,380.18","76,183.57",83,0,0
2023-11-30,16:30:00,"1,380.18","76,183.57",83,0,0
2023-12-01,11:00:00,"1,381.69","22,861.70",91,0,0
2023-12-01,12:01:00,"1,381.69","22,861.70",91,0,0
2023-12-01,15:00:00,"1,380.31","37,615.16",15,0,0
2023-12-01,16:30:00,"1,380.31","37,615.16",15,0,0
2023-12-04,11:00:00,"1,387.69","19,444.30",94,0,0
2023-12-04,12:01:00,"1,387.69","19,444.30",94,0,0
2023-12-04,15:00:00,"1,383.54","35,519.36",49,0,0
2023-12-04,16:30:00,"1,383.54","35,519.36",49,0,0
2023-12-05,11:00:00,"1,383.54","35,529.78",49,0,0
2023-12-05,12:01:00,"1,383.54","35,529.78",49,0,0
2023-12-05,15:00:00,"1,383.54","35,529.78",49,0,0
2023-12-05,16:30:00,"1,383.54","35,529.78",49,0,0
2023-12-06,11:00:00,"1,391.93","19,998.11",38,0,0
2023-12-06,12:01:00,"1,391.93","19,998.11",38,0,0
2023-12-06,15:00:00,"1,389.55","38,631.50",51,0,0
2023-12-06,16:30:00,"1,389.55","38,631.50",51,0,0
2023-12-07,11:00:00,"1,380.81","22,724.01",14,0,0
2023-12-07,12:01:00,"1,380.81","22,724.01",14,0,0
2023-12-07,15:00:00,"1,378.73","41,649.80",39,0,0
2023-12-07,16:30:00,"1,378.73","41,649.80",39,0,0
2023-12-08,11:00:00,"1,382.26","17,480.44",60,0,0
2023-12-08,12:01:00,"1,382.26","17,480.44",60,0,0
2023-12-08,15:00:00,"1,380.99","34,760.77",90,0,0
2023-12-08,16:30:00,"1,380.99","34,760.77",90,0,0
2023-12-11,11:00:00,"1,380.99","34,767.22",97,0,0
2023-12-11,12:01:00,"1,380.99","34,767.22",97,0,0
2023-12-11,15:00:00,"1,380.99","34,767.22",97,0,0
2023-12-11,16:30:00,"1,380.99","34,767.22",97,0,0
2023-12-12,11:00:00,"1,374.72","18,762.40",22,0,0
2023-12-12,12:01:00,"1,374.72","18,762.40",22,0,0
2023-12-12,15:00:00,"1,373.92","35,314.05",24,0,0
2023-12-12,16:30:00,"1,373.92","35,314.05",24,0,0
2023-12-13,11:00:00,"1,358.14","20,057.52",47,0,0
2023-12-13,12:01:00,"1,358.14","20,057.52",47,0,0
2023-12-13,15:00:00,"1,357.97","37,984.99",74,0,0
2023-12-13,16:30:00,"1,357.97","37,984.99",74,0,0
2023-12-14,11:00:00,"1,375.43","22,071.48",31,0,0
2023-12-14,12:01:00,"1,375.43","22,071.48",31,0,0
